FID,OBJECTID,Layer,Phase,Plot_Numbe,Plot_Type,Area_Acre,Area_Sqm,Adjacent_P,Adjacent_R,Availabili,Relationsh,Test,Shape_Leng,Shape_Area,Plot_Name,Plot_No_V1
190,202,00-PLOT BOUNDARY-25-03-2022, , , ,0,0, , ,NA, , ,584.516452203,21234.9959094,No, ,,
191,203,00-PLOT BOUNDARY-25-03-2022, , ,40 MT-ROW,0,0, , ,NA, , ,10292.8436679,204259.396608,Road, ,,
192,204,00-PLOT BOUNDARY-25-03-2022, , , ,0,0, , ,NA, , ,3374.39855461,346894.491473,No, ,,
193,205,00-PLOT BOUNDARY-25-03-2022, , ,8 MT-UC,0,0, , ,NA, , ,544.634466073,2088.17524756,Road, ,,
194,206,00-PLOT BOUNDARY-25-03-2022, , , ,0,0, , ,NA, , ,1112.01110844,50897.0883848,No, ,,
195,207,00-PLOT BOUNDARY-25-03-2022, , ,Torrent High Tension Line,0,0, , ,NA, , ,588.221340147,8819.33318788,Torrent High Tension Line, ,,
196,208,00-PLOT BOUNDARY-25-03-2022, ,GS,Green Space,0,0, , ,NA, , ,1574.7754371,11451.0717519,Green Space, ,,
197,209,00-PLOT BOUNDARY-25-03-2022, ,GS,Green Space,0,0, , ,NA, , ,559.564928007,3843.81406753,Green Space, ,,
198,210,00-PLOT BOUNDARY-25-03-2022, , ,8 MT-UC,0,0, , ,NA, , ,463.4021009,1763.6814625,Road, ,,
199,211,00-PLOT BOUNDARY-25-03-2022, , ,8 MT-UC,0,0, , ,NA, , ,1628.64216707,6419.67634176,Road, ,,
200,212,00-PLOT BOUNDARY-25-03-2022, , ,Torrent High Tension Line,0,0, , ,NA, , ,1708.61764694,28084.3063402,Torrent High Tension Line, ,,
201,213,00-PLOT BOUNDARY-25-03-2022, ,GS,Green Space,0,0, , ,NA, , ,1485.79695941,10780.1410344,Green Space, ,,
202,214,00-PLOT BOUNDARY-25-03-2022, ,GS,Green Space,0,0, , ,NA, , ,725.927467936,5096.37642399,Green Space, ,,
203,215,00-PLOT BOUNDARY-25-03-2022, , , ,0,0, , ,NA, , ,3962.83275692,582841.473533,No, ,,
204,216,00-PLOT BOUNDARY-25-03-2022, , , ,0,0, , ,NA, , ,1090.637792,74303.579435,No, ,,
205,217,00-PLOT BOUNDARY-25-03-2022, , , ,0,0, , ,NA, , ,791.130480423,31383.304992,No, ,,
206,218,00-PLOT BOUNDARY-25-03-2022, , , ,0,0, , ,NA, , ,620.494546471,23909.3849441,No, ,,
207,219,00-PLOT BOUNDARY-25-03-2022, , , ,0,0, , ,NA, , ,601.476634682,22600.1284207,No, ,,
208,220,00-PLOT BOUNDARY-25-03-2022, , , ,0,0, , ,NA, , ,601.770100183,22622.1926637,No, ,,
209,221,00-PLOT BOUNDARY-25-03-2022, ,GS,Green Space,0,0, , ,NA, , ,1848.90471464,109527.351418,Green Space, ,,
210,222,00-PLOT BOUNDARY-25-03-2022, , ,66.KVA-SS,0,0, , ,NA, , ,516.899468203,11477.5695348,Utility, ,,
211,223,00-PLOT BOUNDARY-25-03-2022, , , ,0,0, , ,NA, , ,1029.24593336,48132.3562862,No, ,,
212,224,00-PLOT BOUNDARY-25-03-2022, , ,TSDF,0,0, , ,NA, , ,1450.84366211,76558.2357318,Utility, ,,
213,226,00-PLOT BOUNDARY-25-03-2022, ,GS,Green Space,0,0, , ,NA, , ,194.851091135,1758.0237641,Green Space, ,,
214,227,00-PLOT BOUNDARY-25-03-2022, , ,18 MT-UC,0,0, , ,NA, , ,800.381873509,6710.85463401,Road, ,,
215,228,00-PLOT BOUNDARY-25-03-2022, , , ,0,0, , ,NA, , ,648.658266473,24856.4520962,No, ,,
216,229,00-PLOT BOUNDARY-25-03-2022, ,GS,Green Space,0,0, , ,NA, , ,1868.08320423,13735.7786806,Green Space, ,,
217,230,00-PLOT BOUNDARY-25-03-2022, , ,18 MT-UC,0,0, , ,NA, , ,516.846640644,4143.39662867,Road, ,,
218,231,00-PLOT BOUNDARY-25-03-2022, , ,Drainage PS-2,0,0, , ,NA, , ,446.944101067,8454.5474154,Utility, ,,
219,232,00-PLOT BOUNDARY-25-03-2022, , , ,0,0, , ,NA, , ,1012.04144592,47998.4616918,No, ,,
220,233,00-PLOT BOUNDARY-25-03-2022, , ,Drainage PS-4,0,0, , ,NA, , ,386.914193687,9339.9085718,Utility, ,,
221,234,00-PLOT BOUNDARY-25-03-2022, , ,Torrent High Tension Line,0,0, , ,NA, , ,630.075223754,9342.52988761,Torrent High Tension Line, ,,
222,235,00-PLOT BOUNDARY-25-03-2022, , , ,0,0, , ,NA, , ,1012.04134395,57338.3660504,No, ,,
223,236,00-PLOT BOUNDARY-25-03-2022, , , ,0,0, , ,NA, , ,1012.04134395,57338.3647744,No, ,,
224,237,00-PLOT BOUNDARY-25-03-2022, , ,SUMP & ESR,0,0, , ,NA, , ,595.40496487,15487.7815874,Utility, ,,
225,238,00-PLOT BOUNDARY-25-03-2022, , ,Drainage PS-3,0,0, , ,NA, , ,400.616537331,9388.99270984,Utility, ,,
226,240,00-PLOT BOUNDARY-25-03-2022, , ,18 MT-UC,0,0, , ,NA, , ,1469.87832771,12718.089223,Road, ,,
227,241,00-PLOT BOUNDARY-25-03-2022, , ,18 MT-UC,0,0, , ,NA, , ,1607.16144935,13945.5138885,Road, ,,
228,242,00-PLOT BOUNDARY-25-03-2022, , ,18 MT-UC,0,0, , ,NA, , ,1871.97439284,16505.4212623,Road, ,,
229,243,00-PLOT BOUNDARY-25-03-2022, , ,18 MT-UC,0,0, , ,NA, , ,1881.093678,16534.0660008,Road, ,,
230,245,00-PLOT BOUNDARY-25-03-2022, , , ,0,0, , ,NA, , ,1023.3249221,51380.441548,No, ,,
231,246,00-PLOT BOUNDARY-25-03-2022, , , ,0,0, , ,NA, , ,1281.28795259,100086.146809,No, ,,
232,247,00-PLOT BOUNDARY-25-03-2022, , , ,0,0, , ,NA, , ,1180.47347872,46082.3282176,No, ,,
233,248,00-PLOT BOUNDARY-25-03-2022, , ,Torrent High Tension Line,0,0, , ,NA, , ,106.130414475,505.516634144,Torrent High Tension Line, ,,
234,249,00-PLOT BOUNDARY-25-03-2022, , , ,0,0, , ,NA, , ,961.667095485,43521.8545261,No, ,,
235,250,00-PLOT BOUNDARY-25-03-2022, , , ,0,0, , ,NA, , ,958.774703386,53265.4042546,No, ,,
236,251,00-PLOT BOUNDARY-25-03-2022, , , ,0,0, , ,NA, , ,932.287711302,40992.7164605,No, ,,
237,252,00-PLOT BOUNDARY-25-03-2022, , , ,0,0, , ,NA, , ,805.871287921,40577.7514108,No, ,,
238,253,00-PLOT BOUNDARY-25-03-2022, , ,220 KV High Tension Line,0,0, , ,NA, , ,316.662074287,2950.8983243,220 KV High Tension Line, ,,
239,254,00-PLOT BOUNDARY-25-03-2022, , ,Gail Pipe Line,0,0, , ,NA, , ,1727.61554814,12579.274671,Gail Pipe Line, ,,
240,255,00-PLOT BOUNDARY-25-03-2022, , ,Gail Pipe Line,0,0, , ,NA, , ,926.562593077,6635.93596946,Gail Pipe Line, ,,
241,256,00-PLOT BOUNDARY-25-03-2022, , ,8 MT-UC,0,0, , ,NA, , ,1628.44680041,6418.90899698,Road, ,,
242,257,00-PLOT BOUNDARY-25-03-2022, , ,24 MT-ROW,0,0, , ,NA, , ,589.220083898,6494.36036144,Road, ,,
243,258,00-PLOT BOUNDARY-25-03-2022, , ,24 MT-ROW,0,0, , ,NA, , ,1129.91947679,12982.7587418,Road, ,,
244,259,00-PLOT BOUNDARY-25-03-2022, , ,24 MT-ROW,0,0, , ,NA, , ,1129.91957455,12982.7727761,Road, ,,
245,260,00-PLOT BOUNDARY-25-03-2022, , ,24 MT-ROW,0,0, , ,NA, , ,733.908689718,8230.62042252,Road, ,,
246,261,00-PLOT BOUNDARY-25-03-2022, , ,24 MT-ROW,0,0, , ,NA, , ,1129.91907688,12982.748016,Road, ,,
247,262,00-PLOT BOUNDARY-25-03-2022, , ,24 MT-ROW,0,0, , ,NA, , ,1129.64695469,12979.6188062,Road, ,,
248,263,00-PLOT BOUNDARY-25-03-2022, , ,24 MT-ROW,0,0, , ,NA, , ,1129.64695469,12979.613048,Road, ,,
249,264,00-PLOT BOUNDARY-25-03-2022, , ,24 MT-ROW,0,0, , ,NA, , ,841.764885397,9518.95534441,Road, ,,
250,265,00-PLOT BOUNDARY-25-03-2022, , ,24 MT-ROW,0,0, , ,NA, , ,1471.19492986,17073.8664509,Road, ,,
251,266,00-PLOT BOUNDARY-25-03-2022, , ,24 MT-ROW,0,0, , ,NA, , ,1448.63065161,16803.3907748,Road, ,,
252,267,00-PLOT BOUNDARY-25-03-2022, , ,24 MT-ROW,0,0, , ,NA, , ,2022.81048061,23693.2199477,Road, ,,
253,268,00-PLOT BOUNDARY-25-03-2022, , ,24 MT-ROW,0,0, , ,NA, , ,851.452288045,9640.93139322,Road, ,,
254,269,00-PLOT BOUNDARY-25-03-2022, , ,24 MT-ROW,0,0, , ,NA, , ,900.526529109,10224.6882933,Road, ,,
255,270,00-PLOT BOUNDARY-25-03-2022, , ,45 MT WIDE ROW,0,0, , ,NA, , ,1171.93936198,24342.7046244,Road, ,,
256,271,00-PLOT BOUNDARY-25-03-2022, , ,45 MT WIDE ROW,0,0, , ,NA, , ,1152.52780138,23905.0579167,Road, ,,
257,272,00-PLOT BOUNDARY-25-03-2022, , , ,0,0, , ,NA, , ,601.769900228,22622.1776398,No, ,,
258,273,00-PLOT BOUNDARY-25-03-2022, , , ,0,0, , ,NA, , ,1187.00565901,69651.2737813,No, ,,
259,274,00-PLOT BOUNDARY-25-03-2022, , , ,0,0, , ,NA, , ,791.864963652,33935.1330901,No, ,,
260,275,00-PLOT BOUNDARY-25-03-2022, , , ,0,0, , ,NA, , ,944.84038708,54603.7239134,No, ,,
261,276,00-PLOT BOUNDARY-25-03-2022, , , ,0,0, , ,NA, , ,1153.74967862,66148.0533604,No, ,,
262,277,00-PLOT BOUNDARY-25-03-2022, , , ,0,0, , ,NA, , ,1074.29195474,55871.6638937,No, ,,
263,278,00-PLOT BOUNDARY-25-03-2022, , , ,0,0, , ,NA, , ,1254.69778943,78728.5069029,No, ,,
264,279,00-PLOT BOUNDARY-25-03-2022, , , ,0,0, , ,NA, , ,949.630392556,54944.0032127,No, ,,
265,280,00-PLOT BOUNDARY-25-03-2022, , , ,0,0, , ,NA, , ,493.28499722,14866.5699487,No, ,,
266,281,00-PLOT BOUNDARY-25-03-2022, , , ,0,0, , ,NA, , ,889.376066783,38252.2752346,No, ,,
267,282,00-PLOT BOUNDARY-25-03-2022, , , ,0,0, , ,NA, , ,1259.53313457,96968.9525707,No, ,,
268,283,00-PLOT BOUNDARY-25-03-2022, , , ,0,0, , ,NA, , ,937.514075542,53732.3722137,No, ,,
269,284,00-PLOT BOUNDARY-25-03-2022, , , ,0,0, , ,NA, , ,1122.87341801,72268.3025888,No, ,,
270,285,00-PLOT BOUNDARY-25-03-2022, , , ,0,0, , ,NA, , ,885.462144636,42296.0532752,No, ,,
271,286,00-PLOT BOUNDARY-25-03-2022, , , ,0,0, , ,NA, , ,1197.30031712,74281.4525583,No, ,,
272,287,00-PLOT BOUNDARY-25-03-2022, , , ,0,0, , ,NA, , ,714.35322399,31416.2991066,No, ,,
273,288,00-PLOT BOUNDARY-25-03-2022, , , ,0,0, , ,NA, , ,1728.60241976,166186.323285,No, ,,
274,289,00-PLOT BOUNDARY-25-03-2022, , , ,0,0, , ,NA, , ,1043.82429228,59636.2973762,No, ,,
275,290,00-PLOT BOUNDARY-25-03-2022, , , ,0,0, , ,NA, , ,934.297770017,53188.1168834,No, ,,
276,291,00-PLOT BOUNDARY-25-03-2022, , , ,0,0, , ,NA, , ,939.766230388,53909.292204,No, ,,
277,292,00-PLOT BOUNDARY-25-03-2022, , , ,0,0, , ,NA, , ,1160.29211629,83731.146768,No, ,,
278,293,00-PLOT BOUNDARY-25-03-2022, , , ,0,0, , ,NA, , ,1160.78984548,83808.2443529,No, ,,
279,294,00-PLOT BOUNDARY-25-03-2022, , , ,0,0, , ,NA, , ,1160.78984548,83808.2415782,No, ,,
280,295,00-PLOT BOUNDARY-25-03-2022, , , ,0,0, , ,NA, , ,1160.29201945,83731.1368388,No, ,,
281,296,00-PLOT BOUNDARY-25-03-2022, , , ,0,0, , ,NA, , ,1019.81682906,61972.3011601,No, ,,
282,297,00-PLOT BOUNDARY-25-03-2022, , , ,0,0, , ,NA, , ,897.97404539,50290.8712068,No, ,,
283,298,00-PLOT BOUNDARY-25-03-2022, , , ,0,0, , ,NA, , ,1381.82146047,117618.59039,No, ,,
284,310, ,Phase 1,RD 12,40 MT-ROW,0,21283.56, , ,NA, , ,3.22661091211,0.00153984572647,Road, ,,
285,312, ,Phase 1,RD 12,40 MT-ROW,0,0, , ,NA, , ,1145.31803111,21277.1676786,Road, ,,
286,313, ,Phase 1,14,Plot,12.64,51138.27,13,"RD-10, RD-12",Yes, , ,928.176639961,51138.2690547,Yes,14,,
